Song,Date,Total Number of Plays for Date
Botswana,2020-01-18,3300
Botswana,2020-01-19,5355
Botswana,2020-01-20,4732
Botswana,2020-01-21,2849
Botswana,2020-01-22,4731
Botswana,2020-01-23,4190
Botswana,2020-01-24,2072
Botswana,2020-01-25,3504
Botswana,2020-01-26,3674
Botswana,2020-01-27,3612
Botswana,2020-01-28,3643
Botswana,2020-01-29,3344
Botswana,2020-01-30,3849
Botswana,2020-01-31,1551
Bouvet Island,2019-12-31,664
Bouvet Island,2020-01-01,3038
Bouvet Island,2020-01-02,2863
Bouvet Island,2020-01-03,2870
Bouvet Island,2020-01-04,4549
Bouvet Island,2020-01-05,3301
Bouvet Island,2020-01-06,3603
Bouvet Island,2020-01-07,4174
Bouvet Island,2020-01-08,1789
Bouvet Island,2020-01-09,1646
Bouvet Island,2020-01-10,3780
Bouvet Island,2020-01-11,3009
Bouvet Island,2020-01-12,2610
Bouvet Island,2020-01-13,3933
Bouvet Island,2020-01-14,4358
Bouvet Island,2020-01-15,3498
Bouvet Island,2020-01-16,2510
Bouvet Island,2020-01-17,2960
Bouvet Island,2020-01-18,3442
Bouvet Island,2020-01-19,3026
Bouvet Island,2020-01-20,3216
Bouvet Island,2020-01-21,2391
Bouvet Island,2020-01-22,2921
Bouvet Island,2020-01-23,2240
Bouvet Island,2020-01-24,2827
Bouvet Island,2020-01-25,3128
Bouvet Island,2020-01-26,2883
Bouvet Island,2020-01-27,3900
Bouvet Island,2020-01-28,3677
Bouvet Island,2020-01-29,2310
Bouvet Island,2020-01-30,3343
Bouvet Island,2020-01-31,2036
Brazil,2019-12-31,803
Brazil,2020-01-01,1629
Brazil,2020-01-02,5220
Brazil,2020-01-03,2630
Brazil,2020-01-04,4964
Brazil,2020-01-05,2091
Brazil,2020-01-06,3320
Brazil,2020-01-07,2976
Brazil,2020-01-08,2257
Brazil,2020-01-09,3051
Brazil,2020-01-10,4258
Brazil,2020-01-11,2269
Brazil,2020-01-12,5276
Brazil,2020-01-13,4295
Brazil,2020-01-14,2941
Brazil,2020-01-15,3524
Brazil,2020-01-16,3098
Brazil,2020-01-17,4797
Brazil,2020-01-18,2095
Brazil,2020-01-19,1983
Brazil,2020-01-20,3246
Brazil,2020-01-21,2676
Brazil,2020-01-22,2887
Brazil,2020-01-23,4655
Brazil,2020-01-24,3282
Brazil,2020-01-25,2512
Brazil,2020-01-26,2863
Brazil,2020-01-27,3490
Brazil,2020-01-28,3479
Brazil,2020-01-29,2530
Brazil,2020-01-30,3295
Brazil,2020-01-31,1779
British Indian Ocean Territory,2019-12-31,821
British Indian Ocean Territory,2020-01-01,2971
British Indian Ocean Territory,2020-01-02,2425
British Indian Ocean Territory,2020-01-03,3245
British Indian Ocean Territory,2020-01-04,4778
British Indian Ocean Territory,2020-01-05,3039
British Indian Ocean Territory,2020-01-06,3137
British Indian Ocean Territory,2020-01-07,3883
British Indian Ocean Territory,2020-01-08,3852
British Indian Ocean Territory,2020-01-09,5878
British Indian Ocean Territory,2020-01-10,2660
British Indian Ocean Territory,2020-01-11,1909
British Indian Ocean Territory,2020-01-12,4150
British Indian Ocean Territory,2020-01-13,3272
British Indian Ocean Territory,2020-01-14,5504
British Indian Ocean Territory,2020-01-15,3217
British Indian Ocean Territory,2020-01-16,3716
British Indian Ocean Territory,2020-01-17,4493
British Indian Ocean Territory,2020-01-18,5129
British Indian Ocean Territory,2020-01-19,3958
British Indian Ocean Territory,2020-01-20,3909
British Indian Ocean Territory,2020-01-21,3395
British Indian Ocean Territory,2020-01-22,3441
British Indian Ocean Territory,2020-01-23,4726
British Indian Ocean Territory,2020-01-24,2937
British Indian Ocean Territory,2020-01-25,3770
British Indian Ocean Territory,2020-01-26,5219
British Indian Ocean Territory,2020-01-27,2145
British Indian Ocean Territory,2020-01-28,4876
British Indian Ocean Territory,2020-01-29,3503
British Indian Ocean Territory,2020-01-30,2561
British Indian Ocean Territory,2020-01-31,4164
Brunei Darussalam,2019-12-31,240
Brunei Darussalam,2020-01-01,3685
Brunei Darussalam,2020-01-02,3128
Brunei Darussalam,2020-01-03,3385
Brunei Darussalam,2020-01-04,3371
Brunei Darussalam,2020-01-05,1872
Brunei Darussalam,2020-01-06,4475
Brunei Darussalam,2020-01-07,2118
Brunei Darussalam,2020-01-08,2280
Brunei Darussalam,2020-01-09,2074
Brunei Darussalam,2020-01-10,3652
Brunei Darussalam,2020-01-11,3364
Brunei Darussalam,2020-01-12,4488
Brunei Darussalam,2020-01-13,3927
Brunei Darussalam,2020-01-14,4560
Brunei Darussalam,2020-01-15,2922
Brunei Darussalam,2020-01-16,2774
Brunei Darussalam,2020-01-17,2360
Brunei Darussalam,2020-01-18,3455
Brunei Darussalam,2020-01-19,2785
Brunei Darussalam,2020-01-20,4279
Brunei Darussalam,2020-01-21,2594
Brunei Darussalam,2020-01-22,3402
Brunei Darussalam,2020-01-23,3749
Brunei Darussalam,2020-01-24,3689
Brunei Darussalam,2020-01-25,5078
Brunei Darussalam,2020-01-26,3021
Brunei Darussalam,2020-01-27,2971
Brunei Darussalam,2020-01-28,2740
Brunei Darussalam,2020-01-29,3377
Brunei Darussalam,2020-01-30,3701
Brunei Darussalam,2020-01-31,3342
Bulgaria,2019-12-31,645
Bulgaria,2020-01-01,2909
Bulgaria,2020-01-02,3003
Bulgaria,2020-01-03,4066
Bulgaria,2020-01-04,3522
Bulgaria,2020-01-05,3224
Bulgaria,2020-01-06,2495
Bulgaria,2020-01-07,2863
Bulgaria,2020-01-08,4870
Bulgaria,2020-01-09,3722
Bulgaria,2020-01-10,2704
Bulgaria,2020-01-11,2742
Bulgaria,2020-01-12,4193
Bulgaria,2020-01-13,2942
Bulgaria,2020-01-14,3979
Bulgaria,2020-01-15,4600
Bulgaria,2020-01-16,3810
Bulgaria,2020-01-17,3830
Bulgaria,2020-01-18,2953
Bulgaria,2020-01-19,2949
Bulgaria,2020-01-20,1858
Bulgaria,2020-01-21,2233
Bulgaria,2020-01-22,3889
Bulgaria,2020-01-23,5057
Bulgaria,2020-01-24,2109
Bulgaria,2020-01-25,3475
Bulgaria,2020-01-26,4110
Bulgaria,2020-01-27,2330
Bulgaria,2020-01-28,3963
Bulgaria,2020-01-29,3579
Bulgaria,2020-01-30,2716
Bulgaria,2020-01-31,5074
Burkina Faso,2019-12-31,396
Burkina Faso,2020-01-01,2997
Burkina Faso,2020-01-02,2651
Burkina Faso,2020-01-03,3511
Burkina Faso,2020-01-04,3499
Burkina Faso,2020-01-05,3332
Burkina Faso,2020-01-06,4892
Burkina Faso,2020-01-07,3685
Burkina Faso,2020-01-08,2644
Burkina Faso,2020-01-09,3856
Burkina Faso,2020-01-10,2290
Burkina Faso,2020-01-11,2627
Burkina Faso,2020-01-12,2533
Burkina Faso,2020-01-13,2797
Burkina Faso,2020-01-14,2782
Burkina Faso,2020-01-15,4499
Burkina Faso,2020-01-16,1789
Burkina Faso,2020-01-17,1018
Burkina Faso,2020-01-18,2193
Burkina Faso,2020-01-19,3934
Burkina Faso,2020-01-20,3864
Burkina Faso,2020-01-21,5424
Burkina Faso,2020-01-22,2495
Burkina Faso,2020-01-23,5891
Burkina Faso,2020-01-24,3239
Burkina Faso,2020-01-25,2377
Burkina Faso,2020-01-26,4344
Burkina Faso,2020-01-27,1445
Burkina Faso,2020-01-28,2807
Burkina Faso,2020-01-29,4982
Burkina Faso,2020-01-30,3893
Burkina Faso,2020-01-31,2236
Burundi,2019-12-31,381
Burundi,2020-01-01,5516
Burundi,2020-01-02,3547
Burundi,2020-01-03,3069
Burundi,2020-01-04,2692
Burundi,2020-01-05,4925
Burundi,2020-01-06,3684
Burundi,2020-01-07,5337
Burundi,2020-01-08,2864
Burundi,2020-01-09,2565
Burundi,2020-01-10,2920
Burundi,2020-01-11,1715
Burundi,2020-01-12,2662
Burundi,2020-01-13,3056
Burundi,2020-01-14,2197
Burundi,2020-01-15,2787
Burundi,2020-01-16,3440
Burundi,2020-01-17,5082
Burundi,2020-01-18,2651
Burundi,2020-01-19,5022
Burundi,2020-01-20,3189
Burundi,2020-01-21,3450
Burundi,2020-01-22,3507
Burundi,2020-01-23,2579
Burundi,2020-01-24,4236
Burundi,2020-01-25,4117
Burundi,2020-01-26,3643
Burundi,2020-01-27,2233
Burundi,2020-01-28,3554
Burundi,2020-01-29,3686
Burundi,2020-01-30,3904
Burundi,2020-01-31,6117
Cambodia,2019-12-31,499
Cambodia,2020-01-01,2171
Cambodia,2020-01-02,3185
Cambodia,2020-01-03,2892
Cambodia,2020-01-04,3298
Cambodia,2020-01-05,3262
Cambodia,2020-01-06,3131
Cambodia,2020-01-07,1890
Cambodia,2020-01-08,5108
Cambodia,2020-01-09,2646
Cambodia,2020-01-10,2022
Cambodia,2020-01-11,5422
Cambodia,2020-01-12,1598
Cambodia,2020-01-13,2241
Cambodia,2020-01-14,4160
Cambodia,2020-01-15,5294
Cambodia,2020-01-16,949
Cambodia,2020-01-17,5200
Cambodia,2020-01-18,3549
Cambodia,2020-01-19,3371
Cambodia,2020-01-20,4125
Cambodia,2020-01-21,2047
Cambodia,2020-01-22,5142
Cambodia,2020-01-23,3007
Cambodia,2020-01-24,1758
Cambodia,2020-01-25,3784
Cambodia,2020-01-26,4462
Cambodia,2020-01-27,3710
Cambodia,2020-01-28,3214
Cambodia,2020-01-29,826
Cambodia,2020-01-30,4148
Cambodia,2020-01-31,2289
Cameroon,2019-12-31,901
Cameroon,2020-01-01,5057
Cameroon,2020-01-02,2094
Cameroon,2020-01-03,3828
Cameroon,2020-01-04,4778
Cameroon,2020-01-05,4791
Cameroon,2020-01-06,3941
Cameroon,2020-01-07,2124
Cameroon,2020-01-08,4242
Cameroon,2020-01-09,5381
Cameroon,2020-01-10,3414
Cameroon,2020-01-11,3970
Cameroon,2020-01-12,3360
Cameroon,2020-01-13,3826
Cameroon,2020-01-14,3400
Cameroon,2020-01-15,3502
Cameroon,2020-01-16,3050
Cameroon,2020-01-17,4480
Cameroon,2020-01-18,4745
Cameroon,2020-01-19,3966
Cameroon,2020-01-20,2947
Cameroon,2020-01-21,2272
Cameroon,2020-01-22,3833
Cameroon,2020-01-23,3610
Cameroon,2020-01-24,1391
Cameroon,2020-01-25,3977
Cameroon,2020-01-26,3150
Cameroon,2020-01-27,3843
Cameroon,2020-01-28,2404
Cameroon,2020-01-29,4054
Cameroon,2020-01-30,2951
Cameroon,2020-01-31,1964
Canada,2020-01-01,683
Canada,2020-01-02,1389
Canada,2020-01-03,4715
Canada,2020-01-04,3812
Canada,2020-01-05,2923
Canada,2020-01-06,3730
Canada,2020-01-07,2372
Canada,2020-01-08,5819
Canada,2020-01-09,2623
Canada,2020-01-10,3653
Canada,2020-01-11,3072
Canada,2020-01-12,5533
Canada,2020-01-13,2618
Canada,2020-01-14,4187
Canada,2020-01-15,4650
Canada,2020-01-16,3298
Canada,2020-01-17,5752
Canada,2020-01-18,3758
Canada,2020-01-19,2749
Canada,2020-01-20,1467
Canada,2020-01-21,3121
Canada,2020-01-22,4127
Canada,2020-01-23,3799
Canada,2020-01-24,3586
Canada,2020-01-25,3953
Canada,2020-01-26,4334
Canada,2020-01-27,3565
Canada,2020-01-28,4562
Canada,2020-01-29,4877
Canada,2020-01-30,2772
Canada,2020-01-31,2129
Cape Verde,2019-12-31,70
Cape Verde,2020-01-01,2660
Cape Verde,2020-01-02,3291
Cape Verde,2020-01-03,4368
Cape Verde,2020-01-04,3085
Cape Verde,2020-01-05,5550
Cape Verde,2020-01-06,1820
Cape Verde,2020-01-07,3260
Cape Verde,2020-01-08,1356
Cape Verde,2020-01-09,2765
Cape Verde,2020-01-10,2858
Cape Verde,2020-01-11,5187
Cape Verde,2020-01-12,4173
Cape Verde,2020-01-13,3214
Cape Verde,2020-01-14,3294
Cape Verde,2020-01-15,3019
Cape Verde,2020-01-16,3265
Cape Verde,2020-01-17,2867
Cape Verde,2020-01-18,3665
Cape Verde,2020-01-19,5194
Cape Verde,2020-01-20,1693
Cape Verde,2020-01-21,2634
Cape Verde,2020-01-22,1432
Cape Verde,2020-01-23,3292
Cape Verde,2020-01-24,2547
Cape Verde,2020-01-25,2687
Cape Verde,2020-01-26,4547
Cape Verde,2020-01-27,2634
Cape Verde,2020-01-28,2977
Cape Verde,2020-01-29,3691
Cape Verde,2020-01-30,4193
Cape Verde,2020-01-31,1987
Cayman Islands,2019-12-31,823
Cayman Islands,2020-01-01,2347
Cayman Islands,2020-01-02,5146
Cayman Islands,2020-01-03,3536
Cayman Islands,2020-01-04,911
Cayman Islands,2020-01-05,2923
Cayman Islands,2020-01-06,2420
Cayman Islands,2020-01-07,2626
Cayman Islands,2020-01-08,2925
Cayman Islands,2020-01-09,3387
Cayman Islands,2020-01-10,3011
Cayman Islands,2020-01-11,1910
Cayman Islands,2020-01-12,3078
Cayman Islands,2020-01-13,2637
Cayman Islands,2020-01-14,3073
Cayman Islands,2020-01-15,2599
Cayman Islands,2020-01-16,3363
Cayman Islands,2020-01-17,3679
Cayman Islands,2020-01-18,1849
Cayman Islands,2020-01-19,4445
Cayman Islands,2020-01-20,2544
Cayman Islands,2020-01-21,3108
Cayman Islands,2020-01-22,2230
Cayman Islands,2020-01-23,4996
Cayman Islands,2020-01-24,4037
Cayman Islands,2020-01-25,2202
Cayman Islands,2020-01-26,3180
Cayman Islands,2020-01-27,4798
Cayman Islands,2020-01-28,3152
Cayman Islands,2020-01-29,1521
Cayman Islands,2020-01-30,2052
Cayman Islands,2020-01-31,2723
Central African Republic,2019-12-31,661
Central African Republic,2020-01-01,3603
Central African Republic,2020-01-02,5216
Central African Republic,2020-01-03,1338
Central African Republic,2020-01-04,2971
Central African Republic,2020-01-05,3049
Central African Republic,2020-01-06,1242
Central African Republic,2020-01-07,1759
Central African Republic,2020-01-08,4056
Central African Republic,2020-01-09,3816
Central African Republic,2020-01-10,2513
Central African Republic,2020-01-11,5929
Central African Republic,2020-01-12,4093
Central African Republic,2020-01-13,1429
Central African Republic,2020-01-14,2163
Central African Republic,2020-01-15,2607
Central African Republic,2020-01-16,2247
Central African Republic,2020-01-17,2769
Central African Republic,2020-01-18,2583
Central African Republic,2020-01-19,2468
Central African Republic,2020-01-20,2568
Central African Republic,2020-01-21,2382
Central African Republic,2020-01-22,3557
Central African Republic,2020-01-23,2209
Central African Republic,2020-01-24,3838
Central African Republic,2020-01-25,5091
Central African Republic,2020-01-26,2140
Central African Republic,2020-01-27,2675
Central African Republic,2020-01-28,5442
Central African Republic,2020-01-29,3147
Central African Republic,2020-01-30,4874
Central African Republic,2020-01-31,3072
Chad,2019-12-31,695
Chad,2020-01-01,4701
Chad,2020-01-02,5314
Chad,2020-01-03,2519
Chad,2020-01-04,2171
Chad,2020-01-05,2931
Chad,2020-01-06,5100
Chad,2020-01-07,3240
Chad,2020-01-08,4877
Chad,2020-01-09,3566
Chad,2020-01-10,3773
Chad,2020-01-11,2078
Chad,2020-01-12,3648
Chad,2020-01-13,4873
Chad,2020-01-14,4302
Chad,2020-01-15,5322
Chad,2020-01-16,2999
Chad,2020-01-17,5247
Chad,2020-01-18,4510
Chad,2020-01-19,3009
Chad,2020-01-20,1445
Chad,2020-01-21,1629
Chad,2020-01-22,3433
Chad,2020-01-23,3776
Chad,2020-01-24,2568
Chad,2020-01-25,1593
Chad,2020-01-26,3425
Chad,2020-01-27,3620
Chad,2020-01-28,3088
Chad,2020-01-29,2157
Chad,2020-01-30,4172
Chad,2020-01-31,2476
Chile,2019-12-31,713
Chile,2020-01-01,2891
Chile,2020-01-02,1827
Chile,2020-01-03,6155
Chile,2020-01-04,4800
Chile,2020-01-05,818
Chile,2020-01-06,1473
Chile,2020-01-07,5542
Chile,2020-01-08,2799
Chile,2020-01-09,2986
Chile,2020-01-10,3072
Chile,2020-01-11,3430
Chile,2020-01-12,3372
Chile,2020-01-13,3641
Chile,2020-01-14,2217
Chile,2020-01-15,3040
Chile,2020-01-16,3424
Chile,2020-01-17,5132
Chile,2020-01-18,3411
Chile,2020-01-19,2746
Chile,2020-01-20,3451
Chile,2020-01-21,3373
Chile,2020-01-22,4420
Chile,2020-01-23,5350
Chile,2020-01-24,3491
Chile,2020-01-25,3894
Chile,2020-01-26,2000
Chile,2020-01-27,2953
Chile,2020-01-28,2825
Chile,2020-01-29,1052
Chile,2020-01-30,2737
Chile,2020-01-31,3756
China,2019-12-31,648
China,2020-01-01,2441
China,2020-01-02,1685
China,2020-01-03,2918
China,2020-01-04,2099
China,2020-01-05,2953
China,2020-01-06,2701
China,2020-01-07,3819
China,2020-01-08,4749
China,2020-01-09,3320
China,2020-01-10,2812
China,2020-01-11,2686
China,2020-01-12,2625
China,2020-01-13,1931
China,2020-01-14,1770
China,2020-01-15,2507
China,2020-01-16,3007
China,2020-01-17,3617
China,2020-01-18,1822
China,2020-01-19,3024
China,2020-01-20,2856
China,2020-01-21,3419
China,2020-01-22,4501
China,2020-01-23,3060
China,2020-01-24,3266
China,2020-01-25,3396
China,2020-01-26,3138
China,2020-01-27,3518
China,2020-01-28,3076
China,2020-01-29,3374
China,2020-01-30,2885
China,2020-01-31,1479
Christmas Island,2019-12-31,528
Christmas Island,2020-01-01,2410
Christmas Island,2020-01-02,4088
Christmas Island,2020-01-03,4313
Christmas Island,2020-01-04,2483
Christmas Island,2020-01-05,4165
Christmas Island,2020-01-06,2778
Christmas Island,2020-01-07,4952
Christmas Island,2020-01-08,3609
Christmas Island,2020-01-09,3141
Christmas Island,2020-01-10,3757
Christmas Island,2020-01-11,3471
Christmas Island,2020-01-12,3738
Christmas Island,2020-01-13,3213
Christmas Island,2020-01-14,2932
Christmas Island,2020-01-15,1881
Christmas Island,2020-01-16,4046
Christmas Island,2020-01-17,3633
Christmas Island,2020-01-18,3248
Christmas Island,2020-01-19,2450
Christmas Island,2020-01-20,1494
Christmas Island,2020-01-21,2965
Christmas Island,2020-01-22,3139
Christmas Island,2020-01-23,3478
Christmas Island,2020-01-24,3380
Christmas Island,2020-01-25,2275
Christmas Island,2020-01-26,2916
Christmas Island,2020-01-27,4032
Christmas Island,2020-01-28,1213
Christmas Island,2020-01-29,4100
Christmas Island,2020-01-30,3207
Christmas Island,2020-01-31,3246
Cocos (Keeling) Islands,2019-12-31,502
Cocos (Keeling) Islands,2020-01-01,2721
Cocos (Keeling) Islands,2020-01-02,4169
Cocos (Keeling) Islands,2020-01-03,4570
Cocos (Keeling) Islands,2020-01-04,2271
Cocos (Keeling) Islands,2020-01-05,2517
Cocos (Keeling) Islands,2020-01-06,2619
Cocos (Keeling) Islands,2020-01-07,1940
Cocos (Keeling) Islands,2020-01-08,2882
Cocos (Keeling) Islands,2020-01-09,4505
Cocos (Keeling) Islands,2020-01-10,2533
Cocos (Keeling) Islands,2020-01-11,3251
Cocos (Keeling) Islands,2020-01-12,4757
Cocos (Keeling) Islands,2020-01-13,4044
Cocos (Keeling) Islands,2020-01-14,3204
Cocos (Keeling) Islands,2020-01-15,2130
Cocos (Keeling) Islands,2020-01-16,1016
Cocos (Keeling) Islands,2020-01-17,4955
Cocos (Keeling) Islands,2020-01-18,3334
Cocos (Keeling) Islands,2020-01-19,2917
Cocos (Keeling) Islands,2020-01-20,1801
Cocos (Keeling) Islands,2020-01-21,3087
Cocos (Keeling) Islands,2020-01-22,3867
Cocos (Keeling) Islands,2020-01-23,3042
Cocos (Keeling) Islands,2020-01-24,2144
Cocos (Keeling) Islands,2020-01-25,2471
Cocos (Keeling) Islands,2020-01-26,3177
Cocos (Keeling) Islands,2020-01-27,2820
Cocos (Keeling) Islands,2020-01-28,3567
Cocos (Keeling) Islands,2020-01-29,2567
Cocos (Keeling) Islands,2020-01-30,4428
Cocos (Keeling) Islands,2020-01-31,1920
Colombia,2019-12-31,268
Colombia,2020-01-01,3410
Colombia,2020-01-02,3414
Colombia,2020-01-03,4421
Colombia,2020-01-04,3505
Colombia,2020-01-05,3846
Colombia,2020-01-06,2121
Colombia,2020-01-07,1594
Colombia,2020-01-08,3831
Colombia,2020-01-09,3336
Colombia,2020-01-10,3647
Colombia,2020-01-11,2646
Colombia,2020-01-12,3695
Colombia,2020-01-13,1868
Colombia,2020-01-14,4478
Colombia,2020-01-15,4766
Colombia,2020-01-16,2748
Colombia,2020-01-17,3107
Colombia,2020-01-18,4747
Colombia,2020-01-19,1959
Colombia,2020-01-20,5497
Colombia,2020-01-21,3893
Colombia,2020-01-22,2060
Colombia,2020-01-23,3597
Colombia,2020-01-24,1787
Colombia,2020-01-25,3848
Colombia,2020-01-26,3596
Colombia,2020-01-27,4433
Colombia,2020-01-28,3210
Colombia,2020-01-29,3293
Colombia,2020-01-30,3534
Colombia,2020-01-31,2163
Comoros,2019-12-31,193
Comoros,2020-01-01,1497
Comoros,2020-01-02,3687
Comoros,2020-01-03,1595
Comoros,2020-01-04,4552
Comoros,2020-01-05,1761
Comoros,2020-01-06,2896
Comoros,2020-01-07,5301
Comoros,2020-01-08,3363
Comoros,2020-01-09,3761
Comoros,2020-01-10,4725
Comoros,2020-01-11,3085
Comoros,2020-01-12,2632
Comoros,2020-01-13,3160
Comoros,2020-01-14,3294
Comoros,2020-01-15,3847
Comoros,2020-01-16,2895
Comoros,2020-01-17,2953
Comoros,2020-01-18,4151
Comoros,2020-01-19,4694
Comoros,2020-01-20,2497
Comoros,2020-01-21,5340
Comoros,2020-01-22,3853
Comoros,2020-01-23,3660
Comoros,2020-01-24,3878
Comoros,2020-01-25,2257
Comoros,2020-01-26,2661
Comoros,2020-01-27,2826
Comoros,2020-01-28,2383
Comoros,2020-01-29,3398
Comoros,2020-01-30,5142
Comoros,2020-01-31,2746
Congo,2019-12-31,1026
Congo,2020-01-01,2665
Congo,2020-01-02,5087
Congo,2020-01-03,3375
Congo,2020-01-04,3749
Congo,2020-01-05,2332
Congo,2020-01-06,1126
Congo,2020-01-07,3431
Congo,2020-01-08,3634
Congo,2020-01-09,3528
Congo,2020-01-10,3778
Congo,2020-01-11,2386
Congo,2020-01-12,3320
Congo,2020-01-13,2230
Congo,2020-01-14,2811
Congo,2020-01-15,1792
Congo,2020-01-16,2999
Congo,2020-01-17,2608
Congo,2020-01-18,4284
Congo,2020-01-19,3304
Congo,2020-01-20,2486
Congo,2020-01-21,2409
Congo,2020-01-22,5145
Congo,2020-01-23,3215
Congo,2020-01-24,3255
Congo,2020-01-25,2773
Congo,2020-01-26,2394
Congo,2020-01-27,3015
Congo,2020-01-28,2915
Congo,2020-01-29,3143
Congo,2020-01-30,2736
Congo,2020-01-31,3109
"Congo, The Democratic Republic of the",2019-12-31,677
"Congo, The Democratic Republic of the",2020-01-01,3302
"Congo, The Democratic Republic of the",2020-01-02,1758
"Congo, The Democratic Republic of the",2020-01-03,3090
"Congo, The Democratic Republic of the",2020-01-04,2094
"Congo, The Democratic Republic of the",2020-01-05,6293
"Congo, The Democratic Republic of the",2020-01-06,3454
"Congo, The Democratic Republic of the",2020-01-07,4037
"Congo, The Democratic Republic of the",2020-01-08,2870
"Congo, The Democratic Republic of the",2020-01-09,4160
"Congo, The Democratic Republic of the",2020-01-10,4690
"Congo, The Democratic Republic of the",2020-01-11,5430
"Congo, The Democratic Republic of the",2020-01-12,1871
"Congo, The Democratic Republic of the",2020-01-13,3170
"Congo, The Democratic Republic of the",2020-01-14,4028
"Congo, The Democratic Republic of the",2020-01-15,2581
"Congo, The Democratic Republic of the",2020-01-16,2044
"Congo, The Democratic Republic of the",2020-01-17,5698
"Congo, The Democratic Republic of the",2020-01-18,3133
"Congo, The Democratic Republic of the",2020-01-19,4632
"Congo, The Democratic Republic of the",2020-01-20,1622
"Congo, The Democratic Republic of the",2020-01-21,4283
"Congo, The Democratic Republic of the",2020-01-22,3338
"Congo, The Democratic Republic of the",2020-01-23,1856
"Congo, The Democratic Republic of the",2020-01-24,2398
"Congo, The Democratic Republic of the",2020-01-25,6062
"Congo, The Democratic Republic of the",2020-01-26,2423
"Congo, The Democratic Republic of the",2020-01-27,2570
"Congo, The Democratic Republic of the",2020-01-28,2365
"Congo, The Democratic Republic of the",2020-01-29,1493
"Congo, The Democratic Republic of the",2020-01-30,4251
"Congo, The Democratic Republic of the",2020-01-31,1735
Cook Islands,2019-12-31,219
Cook Islands,2020-01-01,2853
Cook Islands,2020-01-02,2794
Cook Islands,2020-01-03,2760
Cook Islands,2020-01-04,2200
Cook Islands,2020-01-05,1659
Cook Islands,2020-01-06,4091
Cook Islands,2020-01-07,4045
Cook Islands,2020-01-08,4846
Cook Islands,2020-01-09,3197
Cook Islands,2020-01-10,3128
Cook Islands,2020-01-11,3266
Cook Islands,2020-01-12,3779
Cook Islands,2020-01-13,2552
Cook Islands,2020-01-14,3324
Cook Islands,2020-01-15,4317
Cook Islands,2020-01-16,3714
Cook Islands,2020-01-17,1749
Cook Islands,2020-01-18,1104
Cook Islands,2020-01-19,3113
Cook Islands,2020-01-20,4063
Cook Islands,2020-01-21,3446
Cook Islands,2020-01-22,3702
Cook Islands,2020-01-23,3489
Cook Islands,2020-01-24,2145
Cook Islands,2020-01-25,2547
Cook Islands,2020-01-26,2193
Cook Islands,2020-01-27,2157
Cook Islands,2020-01-28,2785
Cook Islands,2020-01-29,3851
Cook Islands,2020-01-30,2388
Cook Islands,2020-01-31,2468
Costa Rica,2019-12-31,293
Costa Rica,2020-01-01,3004
Costa Rica,2020-01-02,4453
Costa Rica,2020-01-03,3433
Costa Rica,2020-01-04,3381
Costa Rica,2020-01-05,7088
Costa Rica,2020-01-06,5364
Costa Rica,2020-01-07,2206
Costa Rica,2020-01-08,3589
Costa Rica,2020-01-09,2545
Costa Rica,2020-01-10,3199
Costa Rica,2020-01-11,3380
Costa Rica,2020-01-12,3947
Costa Rica,2020-01-13,3251
