Song,Date,Number of Plays
French Polynesia,2020-01-18,120
Burkina Faso,2020-01-12,39
Honduras,2020-01-04,95
Uganda,2020-01-15,391
Albania,2020-01-19,362
Uruguay,2020-01-13,334
Netherlands Antilles,2020-01-23,215
Botswana,2020-01-25,284
Malawi,2020-01-27,94
Saint Helena,2020-01-03,310
Philippines,2020-01-26,43
Botswana,2020-01-16,398
Hong Kong,2020-01-25,148
Palau,2020-01-05,479
Somalia,2020-01-30,460
Tunisia,2020-01-11,152
Belize,2020-01-11,49
Burundi,2020-01-19,25
Saint Pierre and Miquelon,2020-01-05,286
AndorrA,2020-01-18,494
Viet Nam,2020-01-17,176
Turkey,2020-01-12,436
Northern Mariana Islands,2020-01-07,178
Bouvet Island,2020-01-07,451
Slovakia,2020-01-22,8
Lithuania,2020-01-02,255
Spain,2020-01-14,31
Iceland,2020-01-17,245
Italy,2020-01-03,202
Botswana,2020-01-15,255
Togo,2020-01-06,206
Benin,2020-01-23,47
Reunion,2020-01-05,379
"Lao People""S Democratic Republic",2020-01-23,284
Gambia,2020-01-03,362
Venezuela,2020-01-08,404
"Cote D""Ivoire",2020-01-23,54
Georgia,2020-01-10,367
Suriname,2020-01-07,156
Burkina Faso,2020-01-17,12
Bhutan,2020-01-02,415
Afghanistan,2020-01-23,351
Mauritius,2020-01-12,495
Faroe Islands,2020-01-04,284
Northern Mariana Islands,2020-01-11,139
"Taiwan, Province of China",2020-01-09,211
Malta,2020-01-10,216
"Moldova, Republic of",2020-01-05,10
United States Minor Outlying Islands,2020-01-04,8
Saint Lucia,2020-01-12,245
Equatorial Guinea,2020-01-16,161
Suriname,2020-01-04,168
Indonesia,2020-01-28,239
Heard Island and Mcdonald Islands,2020-01-25,126
Belarus,2020-01-15,361
Niue,2020-01-07,405
Marshall Islands,2020-01-17,271
Italy,2020-01-26,87
Åland Islands,2020-01-17,6
Turkey,2020-01-07,309
Slovakia,2020-01-24,68
Malta,2020-01-13,360
Malaysia,2020-01-26,42
Myanmar,2020-01-27,227
Vanuatu,2020-01-04,319
Sri Lanka,2020-01-23,391
Cameroon,2020-01-09,196
Liberia,2020-01-15,33
Croatia,2020-01-31,342
Gambia,2020-01-19,256
United Kingdom,2020-01-12,218
French Guiana,2020-01-13,229
Honduras,2020-01-16,486
El Salvador,2020-01-13,399
Northern Mariana Islands,2020-01-11,96
Kuwait,2020-01-01,297
Togo,2020-01-13,112
Somalia,2020-01-19,342
Reunion,2020-01-04,342
Djibouti,2020-01-16,429
New Caledonia,2020-01-26,305
Indonesia,2020-01-11,212
Zimbabwe,2020-01-05,246
Papua New Guinea,2020-01-16,56
Nicaragua,2020-01-24,303
Central African Republic,2020-01-01,425
Montserrat,2020-01-30,342
Albania,2020-01-11,167
Pakistan,2020-01-30,117
Ethiopia,2020-01-23,152
Chad,2020-01-23,253
Hungary,2020-01-16,247
Gibraltar,2020-01-21,424
Philippines,2020-01-10,371
Angola,2020-01-04,143
Serbia and Montenegro,2020-01-12,265
Ireland,2020-01-30,112
Philippines,2020-01-04,416
Czech Republic,2020-01-09,115
Georgia,2020-01-22,488
Aruba,2020-01-19,125
Burundi,2020-01-31,255
Northern Mariana Islands,2020-01-07,486
Belarus,2020-01-03,484
China,2020-01-10,204
Algeria,2020-01-19,58
Liechtenstein,2020-01-29,266
"Micronesia, Federated States of",2020-01-21,263
Cocos (Keeling) Islands,2020-01-24,106
Norway,2020-01-11,313
Georgia,2020-01-31,234
Svalbard and Jan Mayen,2020-01-29,422
New Zealand,2020-01-22,308
Sri Lanka,2020-01-07,83
Christmas Island,2020-01-16,499
Norfolk Island,2020-01-18,388
"Macedonia, The Former Yugoslav Republic of",2020-01-07,241
Anguilla,2020-01-14,291
Suriname,2020-01-29,381
Mauritania,2020-01-30,496
Svalbard and Jan Mayen,2020-01-17,117
"Cote D""Ivoire",2020-01-28,262
Saint Helena,2020-01-06,435
Sao Tome and Principe,2020-01-01,175
Spain,2020-01-30,380
British Indian Ocean Territory,2020-01-02,34
Saint Pierre and Miquelon,2020-01-09,149
Holy See (Vatican City State),2020-01-08,366
Montserrat,2020-01-02,327
Belize,2020-01-29,473
Senegal,2020-01-19,82
Angola,2020-01-22,153
Saint Kitts and Nevis,2020-01-09,379
Romania,2020-01-13,241
"Congo, The Democratic Republic of the",2020-01-14,172
Guinea,2020-01-13,283
Tonga,2020-01-09,308
Uganda,2020-01-01,210
Suriname,2020-01-23,500
French Southern Territories,2019-12-31,418
Bermuda,2020-01-19,276
Malawi,2020-01-17,111
Guam,2020-01-10,6
Åland Islands,2020-01-26,221
Saint Pierre and Miquelon,2020-01-08,19
Serbia and Montenegro,2020-01-21,354
Saint Vincent and the Grenadines,2020-01-06,403
Nepal,2020-01-28,305
Chad,2020-01-12,489
Hong Kong,2020-01-20,151
Macao,2020-01-14,74
Slovenia,2020-01-10,366
Canada,2020-01-19,71
Christmas Island,2020-01-07,388
Tonga,2020-01-09,185
Guatemala,2020-01-05,447
Chad,2020-01-15,348
Greece,2020-01-05,182
Timor-Leste,2020-01-19,279
Denmark,2020-01-06,208
Tunisia,2020-01-07,33
Portugal,2020-01-15,34
Kazakhstan,2020-01-21,216
Kyrgyzstan,2020-01-15,162
Central African Republic,2020-01-30,419
El Salvador,2020-01-19,472
Suriname,2020-01-01,369
Saint Vincent and the Grenadines,2020-01-12,410
"Iran, Islamic Republic Of",2020-01-14,206
Guinea,2020-01-16,217
Greenland,2020-01-08,358
Ukraine,2020-01-16,253
Kiribati,2020-01-10,321
Turkey,2020-01-21,43
Central African Republic,2020-01-03,72
Trinidad and Tobago,2020-01-03,289
Burkina Faso,2020-01-15,114
Brunei Darussalam,2020-01-27,245
"Korea, Republic of",2020-01-26,477
Timor-Leste,2020-01-31,371
Argentina,2020-01-18,127
Bouvet Island,2020-01-18,364
Thailand,2020-01-04,416
Brunei Darussalam,2020-01-08,318
Netherlands Antilles,2020-01-01,307
Solomon Islands,2020-01-29,400
Liechtenstein,2020-01-28,298
Tunisia,2020-01-18,268
Saint Pierre and Miquelon,2020-01-08,194
South Georgia and the South Sandwich Islands,2020-01-26,79
Netherlands Antilles,2020-01-22,371
Syrian Arab Republic,2020-01-17,184
Åland Islands,2020-01-26,13
Luxembourg,2020-01-29,162
Monaco,2020-01-04,461
Czech Republic,2020-01-13,243
Netherlands Antilles,2020-01-18,127
Anguilla,2020-01-15,455
Morocco,2020-01-10,94
Guernsey,2020-01-25,400
Azerbaijan,2020-01-09,333
Turks and Caicos Islands,2020-01-14,58
Cyprus,2020-01-05,376
Barbados,2020-01-09,367
Zimbabwe,2020-01-31,396
Ireland,2020-01-22,40
Afghanistan,2020-01-09,308
Jersey,2020-01-28,17
Jersey,2020-01-29,256
Angola,2020-01-03,336
Slovakia,2020-01-13,84
Bahrain,2020-01-12,257
Fiji,2020-01-15,98
Morocco,2020-01-18,372
American Samoa,2020-01-14,126
Bhutan,2020-01-29,232
Czech Republic,2020-01-13,33
Kuwait,2020-01-01,241
Greece,2020-01-12,303
Tajikistan,2020-01-03,130
Saint Kitts and Nevis,2020-01-04,163
"Macedonia, The Former Yugoslav Republic of",2020-01-26,301
Niue,2020-01-28,433
Brazil,2020-01-20,499
Northern Mariana Islands,2020-01-29,93
Viet Nam,2020-01-11,93
San Marino,2020-01-12,345
American Samoa,2020-01-18,357
Cameroon,2020-01-08,241
Hong Kong,2020-01-25,133
Western Sahara,2020-01-16,83
Australia,2020-01-18,244
Philippines,2020-01-08,418
Italy,2020-01-23,8
Mali,2020-01-21,111
Cambodia,2020-01-24,199
Sweden,2020-01-06,439
Martinique,2020-01-10,215
RWANDA,2020-01-22,305
Liechtenstein,2020-01-19,360
Bosnia and Herzegovina,2020-01-17,106
Svalbard and Jan Mayen,2020-01-17,128
Tuvalu,2020-01-04,433
"Palestinian Territory, Occupied",2020-01-16,186
Eritrea,2020-01-22,474
Bahrain,2020-01-11,18
Aruba,2020-01-30,67
Qatar,2020-01-17,244
Netherlands,2020-01-29,44
Australia,2020-01-04,331
Colombia,2020-01-02,266
Ecuador,2020-01-23,2
Estonia,2020-01-13,500
Ethiopia,2020-01-08,89
Jersey,2020-01-30,131
Algeria,2020-01-27,360
Turks and Caicos Islands,2020-01-02,478
Eritrea,2020-01-05,308
Colombia,2020-01-27,486
Equatorial Guinea,2020-01-16,418
Solomon Islands,2020-01-05,96
Belize,2020-01-19,485
Estonia,2020-01-07,87
Hungary,2020-01-24,146
Cook Islands,2020-01-16,49
Kiribati,2020-01-03,157
"Congo, The Democratic Republic of the",2020-01-26,426
Zimbabwe,2020-01-15,114
Saint Lucia,2020-01-16,72
El Salvador,2020-01-12,31
Germany,2020-01-24,54
Saudi Arabia,2020-01-03,106
New Caledonia,2020-01-30,473
Tonga,2020-01-07,441
Uganda,2020-01-07,132
Latvia,2019-12-31,154
Bouvet Island,2020-01-10,169
Angola,2020-01-25,210
New Zealand,2020-01-09,327
Turks and Caicos Islands,2020-01-25,124
Malawi,2020-01-23,166
Tuvalu,2020-01-29,10
Tonga,2020-01-05,377
Nauru,2020-01-07,284
Cameroon,2020-01-18,484
Burkina Faso,2020-01-25,101
Mozambique,2020-01-30,267
Central African Republic,2020-01-02,261
Antigua and Barbuda,2020-01-15,338
Myanmar,2020-01-16,182
Hungary,2020-01-16,426
Ukraine,2020-01-13,46
American Samoa,2020-01-10,15
Kiribati,2020-01-20,48
Pakistan,2020-01-16,132
American Samoa,2020-01-21,405
Poland,2020-01-10,206
Oman,2020-01-28,476
Cameroon,2020-01-12,249
Sri Lanka,2020-01-16,336
"Taiwan, Province of China",2020-01-29,295
Gambia,2019-12-31,498
French Guiana,2020-01-07,132
Bahrain,2020-01-06,177
Namibia,2020-01-01,320
AndorrA,2020-01-29,103
French Guiana,2020-01-25,437
Lesotho,2020-01-28,300
Ethiopia,2020-01-21,391
Mayotte,2020-01-04,98
Italy,2020-01-23,100
Palau,2020-01-26,456
Pitcairn,2020-01-21,381
British Indian Ocean Territory,2020-01-12,177
Saint Kitts and Nevis,2020-01-01,292
Vanuatu,2020-01-25,437
Hungary,2020-01-04,402
Algeria,2020-01-30,217
Pitcairn,2020-01-09,403
New Zealand,2020-01-10,227
Mali,2020-01-23,125
Uganda,2020-01-09,268
Netherlands Antilles,2020-01-24,337
"Tanzania, United Republic of",2020-01-01,139
"Virgin Islands, British",2020-01-14,393
Iceland,2020-01-30,223
Congo,2020-01-29,423
"Virgin Islands, U.S.",2020-01-10,428
Bolivia,2020-01-22,333
Turkmenistan,2020-01-11,203
Congo,2020-01-23,292
Kuwait,2020-01-22,375
Belize,2020-01-26,181
Palau,2020-01-23,360
Turkmenistan,2020-01-13,163
Suriname,2020-01-08,118
Estonia,2020-01-08,168
Benin,2020-01-22,256
Togo,2020-01-24,234
Lithuania,2020-01-24,342
Mozambique,2020-01-26,160
"Korea, Democratic People""S Republic of",2020-01-04,252
Viet Nam,2020-01-17,432
Kazakhstan,2020-01-06,325
Turkmenistan,2020-01-13,228
Lesotho,2020-01-31,223
Lesotho,2020-01-23,42
British Indian Ocean Territory,2020-01-24,16
"Moldova, Republic of",2020-01-03,193
Norfolk Island,2020-01-08,261
Costa Rica,2020-01-05,110
Swaziland,2020-01-10,71
Guinea,2020-01-29,119
Colombia,2020-01-16,9
"Lao People""S Democratic Republic",2020-01-25,300
Macao,2020-01-19,318
Uganda,2020-01-25,309
Macao,2020-01-25,327
"Taiwan, Province of China",2020-01-20,389
Malaysia,2020-01-26,307
Liberia,2020-01-02,287
Guinea-Bissau,2020-01-27,148
Malta,2020-01-15,375
Guinea,2020-01-27,250
Peru,2020-01-06,246
Netherlands,2020-01-05,403
Senegal,2020-01-26,340
Belarus,2020-01-06,173
Syrian Arab Republic,2020-01-19,437
Guernsey,2020-01-24,237
Namibia,2020-01-20,393
China,2020-01-22,381
Central African Republic,2020-01-23,122
Spain,2020-01-03,213
Uzbekistan,2020-01-12,157
Ukraine,2020-01-29,474
Maldives,2020-01-02,364
Vanuatu,2020-01-18,18
Portugal,2020-01-20,27
Ukraine,2020-01-24,17
Timor-Leste,2020-01-22,240
Trinidad and Tobago,2020-01-02,51
Paraguay,2020-01-14,135
Timor-Leste,2020-01-06,395
Viet Nam,2020-01-29,128
Peru,2020-01-02,51
Martinique,2020-01-26,109
Dominican Republic,2020-01-21,189
Morocco,2020-01-08,234
Egypt,2020-01-13,385
Dominican Republic,2020-01-11,140
Guyana,2020-01-08,186
Slovakia,2020-01-24,128
Bahamas,2020-01-11,242
Montserrat,2020-01-14,475
Hungary,2020-01-26,201
Jamaica,2020-01-15,474
Hong Kong,2020-01-28,306
Malaysia,2020-01-09,52
Åland Islands,2020-01-12,199
Greenland,2020-01-31,272
Somalia,2020-01-24,24
Lebanon,2020-01-16,374
Sri Lanka,2020-01-01,57
Niue,2020-01-09,458
"Lao People""S Democratic Republic",2020-01-15,470
Denmark,2020-01-07,279
"Palestinian Territory, Occupied",2020-01-10,491
Japan,2020-01-05,188
Jamaica,2020-01-04,51
Falkland Islands (Malvinas),2020-01-01,49
Albania,2020-01-24,139
Philippines,2020-01-17,473
Chile,2020-01-25,215
Mauritius,2020-01-14,294
Guam,2020-01-30,412
Czech Republic,2020-01-10,16
Indonesia,2020-01-07,139
Belize,2020-01-14,303
Sri Lanka,2020-01-20,114
Montserrat,2020-01-07,227
New Zealand,2020-01-22,470
Tokelau,2020-01-17,258
Niue,2020-01-27,443
Puerto Rico,2020-01-04,192
Russian Federation,2020-01-29,309
Central African Republic,2020-01-15,310
Denmark,2020-01-01,436
Germany,2020-01-25,499
Georgia,2020-01-28,136
Fiji,2020-01-29,368
Mali,2020-01-05,392
Nepal,2020-01-15,343
Madagascar,2020-01-16,9
Haiti,2020-01-07,91
Northern Mariana Islands,2020-01-25,20
Eritrea,2020-01-03,140
Venezuela,2020-01-09,417
Burundi,2020-01-13,214
Tajikistan,2020-01-19,138
South Georgia and the South Sandwich Islands,2020-01-24,250
Mozambique,2020-01-17,269
Åland Islands,2020-01-13,164
Bahrain,2020-01-16,311
Pakistan,2020-01-17,156
Benin,2020-01-13,171
Tuvalu,2020-01-12,438
Tajikistan,2020-01-31,13
Liechtenstein,2020-01-11,159
Western Sahara,2020-01-10,385
Guatemala,2020-01-06,378
Turkey,2020-01-11,114
Cyprus,2020-01-09,195
New Caledonia,2020-01-24,67
Nicaragua,2020-01-31,248
Cameroon,2020-01-09,254
Dominica,2020-01-06,42
Nauru,2020-01-16,94
Iceland,2020-01-18,259
British Indian Ocean Territory,2020-01-23,173
Svalbard and Jan Mayen,2020-01-12,201
Somalia,2020-01-25,219
Marshall Islands,2020-01-04,84
Uruguay,2020-01-08,117
United States,2020-01-26,367
Chile,2020-01-09,306
Bulgaria,2020-01-17,376
Malawi,2020-01-10,477
Palau,2020-01-10,178
Latvia,2020-01-29,183
Slovakia,2020-01-28,57
Cambodia,2020-01-20,117
Guadeloupe,2020-01-27,281
Western Sahara,2020-01-23,148
Chad,2020-01-21,76
Holy See (Vatican City State),2020-01-24,111
Turks and Caicos Islands,2020-01-29,344
Greenland,2020-01-30,133
Slovakia,2020-01-10,326
Anguilla,2020-01-20,274
Niue,2020-01-15,7
Niger,2020-01-29,5
Cameroon,2020-01-15,428
Philippines,2020-01-25,364
Liechtenstein,2020-01-06,153
Tunisia,2020-01-25,394
Tajikistan,2020-01-31,354
Netherlands Antilles,2020-01-30,339
Jamaica,2020-01-26,41
Kyrgyzstan,2020-01-14,185
Tuvalu,2020-01-14,494
Cook Islands,2020-01-08,256
Nigeria,2020-01-06,416
"Virgin Islands, U.S.",2020-01-05,105
Saint Vincent and the Grenadines,2020-01-31,356
Somalia,2020-01-28,115
Guam,2020-01-07,222
Martinique,2020-01-17,231
Maldives,2020-01-05,35
Cook Islands,2020-01-29,286
Mongolia,2020-01-08,192
Marshall Islands,2020-01-06,46
Swaziland,2020-01-08,3
Tuvalu,2020-01-06,403
Dominica,2020-01-27,418
Gibraltar,2020-01-06,80
Christmas Island,2020-01-18,141
Uzbekistan,2020-01-15,494
Vanuatu,2020-01-07,417
Cambodia,2020-01-07,472
Gibraltar,2020-01-20,480
Sudan,2020-01-22,90
Ireland,2020-01-02,197
Macao,2020-01-27,489
Paraguay,2020-01-14,243
Latvia,2020-01-09,180
Bolivia,2020-01-20,479
Guyana,2020-01-16,132
Switzerland,2020-01-08,430
Slovakia,2020-01-21,20
Swaziland,2020-01-02,28
United Kingdom,2020-01-21,377
"Palestinian Territory, Occupied",2020-01-21,88
Bangladesh,2020-01-28,335
"Micronesia, Federated States of",2020-01-21,169
Indonesia,2020-01-30,481
"Macedonia, The Former Yugoslav Republic of",2020-01-14,109
Guyana,2020-01-29,459
Isle of Man,2020-01-20,92
Norway,2020-01-06,408
Palau,2020-01-25,118
French Guiana,2020-01-05,6
Kuwait,2020-01-23,207
French Guiana,2020-01-13,205
Portugal,2020-01-18,139
Macao,2020-01-09,113
Samoa,2020-01-17,171
Syrian Arab Republic,2020-01-20,319
Latvia,2020-01-29,88
Heard Island and Mcdonald Islands,2020-01-19,355
Wallis and Futuna,2020-01-02,395
Guinea-Bissau,2020-01-29,130
Oman,2020-01-19,163
United States Minor Outlying Islands,2020-01-09,171
Hungary,2020-01-30,70
Albania,2020-01-13,104
Benin,2020-01-30,388
Finland,2020-01-16,157
Zambia,2020-01-24,295
Kiribati,2020-01-12,290
Sweden,2020-01-28,351
Barbados,2020-01-14,349
Antarctica,2020-01-02,339
Bolivia,2020-01-23,485
Cambodia,2020-01-17,411
"Iran, Islamic Republic Of",2020-01-09,140
"Tanzania, United Republic of",2020-01-11,416
French Guiana,2020-01-10,296
South Africa,2020-01-18,494
Serbia and Montenegro,2020-01-02,260
Italy,2020-01-18,467
Bahamas,2020-01-13,434
Romania,2020-01-10,253
Hungary,2020-01-01,395
"Lao People""S Democratic Republic",2020-01-28,180
Saint Kitts and Nevis,2020-01-07,492
"Cote D""Ivoire",2020-01-18,382
Uzbekistan,2020-01-11,110
Sri Lanka,2020-01-21,151
Panama,2020-01-09,341
Timor-Leste,2020-01-23,185
Liechtenstein,2020-01-08,254
Luxembourg,2020-01-08,69
Denmark,2020-01-18,345
Cook Islands,2020-01-23,399
United Arab Emirates,2020-01-09,314
"Virgin Islands, British",2020-01-17,235
Western Sahara,2020-01-12,128
Samoa,2020-01-25,403
Montserrat,2020-01-09,491
"Tanzania, United Republic of",2020-01-27,89
"Virgin Islands, British",2020-01-06,491
Japan,2020-01-26,413
Germany,2020-01-12,72
Denmark,2020-01-01,432
New Zealand,2020-01-10,117
France,2020-01-10,292
Gambia,2020-01-30,177
"Tanzania, United Republic of",2020-01-11,329
Gibraltar,2020-01-16,257
Isle of Man,2020-01-25,490
Haiti,2020-01-05,173
Ukraine,2020-01-05,12
Saint Lucia,2020-01-26,398
Christmas Island,2020-01-27,314
Benin,2020-01-03,457
Japan,2020-01-04,65
Turks and Caicos Islands,2020-01-21,17
French Guiana,2020-01-31,459
Philippines,2020-01-11,46
Faroe Islands,2020-01-12,375
Comoros,2020-01-22,67
Cocos (Keeling) Islands,2020-01-17,481
Sri Lanka,2020-01-08,385
Sweden,2020-01-05,325
Central African Republic,2020-01-07,151
Falkland Islands (Malvinas),2020-01-14,97
Kyrgyzstan,2020-01-18,236
Togo,2020-01-16,253
Pitcairn,2020-01-12,398
Sao Tome and Principe,2020-01-23,108
Costa Rica,2020-01-04,161
Chad,2020-01-23,376
Samoa,2020-01-26,93
India,2020-01-15,179
Italy,2020-01-25,111
Canada,2020-01-10,23
Northern Mariana Islands,2020-01-20,72
Benin,2020-01-16,286
British Indian Ocean Territory,2020-01-23,273
San Marino,2020-01-20,361
Turkey,2020-01-09,222
Botswana,2020-01-28,447
China,2020-01-20,79
Sierra Leone,2020-01-21,77
Dominican Republic,2020-01-15,202
Kyrgyzstan,2020-01-04,380
Poland,2020-01-22,341
Fiji,2020-01-11,226
Guernsey,2020-01-10,456
Hong Kong,2020-01-10,423
Turkey,2020-01-30,291
Tokelau,2020-01-29,355
Ecuador,2020-01-03,157
Peru,2020-01-11,405
"Congo, The Democratic Republic of the",2020-01-05,203
Pitcairn,2020-01-07,256
Tonga,2020-01-04,128
Faroe Islands,2020-01-26,82
"Cote D""Ivoire",2020-01-06,407
Afghanistan,2020-01-15,153
Bouvet Island,2020-01-28,49
AndorrA,2020-01-20,499
Bangladesh,2019-12-31,19
Turkmenistan,2020-01-20,338
Colombia,2020-01-25,366
Sweden,2020-01-12,101
Oman,2020-01-19,242
Liechtenstein,2020-01-02,428
France,2020-01-26,122
Morocco,2020-01-11,45
Kazakhstan,2020-01-09,227
American Samoa,2020-01-23,473
Slovakia,2020-01-29,473
Switzerland,2020-01-03,62
Benin,2020-01-13,322
Jersey,2020-01-17,85
Falkland Islands (Malvinas),2020-01-19,412
Cocos (Keeling) Islands,2020-01-10,162
Syrian Arab Republic,2020-01-04,342
Guam,2020-01-26,98
"Cote D""Ivoire",2020-01-12,276
Saint Helena,2020-01-12,256
Eritrea,2020-01-10,116
Armenia,2020-01-25,323
Solomon Islands,2020-01-09,172
Martinique,2020-01-14,407
Bahrain,2020-01-02,405
Croatia,2020-01-03,246
"Korea, Democratic People""S Republic of",2020-01-02,25
Guernsey,2020-01-13,406
Turkey,2020-01-09,351
Nigeria,2020-01-01,411
Burkina Faso,2020-01-06,271
Slovenia,2020-01-06,391
Mayotte,2020-01-11,186
Bosnia and Herzegovina,2020-01-10,465
Nepal,2020-01-06,307
Israel,2020-01-03,34
Marshall Islands,2020-01-15,323
Lithuania,2020-01-11,152
Saint Pierre and Miquelon,2020-01-26,343
"Micronesia, Federated States of",2020-01-24,308
Tonga,2020-01-06,500
Viet Nam,2020-01-19,301
Western Sahara,2020-01-19,87
Saudi Arabia,2020-01-21,22
Algeria,2020-01-14,293
Aruba,2020-01-01,79
Barbados,2020-01-22,304
Liechtenstein,2020-01-06,454
Slovakia,2020-01-06,429
Faroe Islands,2020-01-28,480
"Korea, Democratic People""S Republic of",2020-01-09,315
Cape Verde,2020-01-14,121
Equatorial Guinea,2020-01-02,299
"Tanzania, United Republic of",2020-01-20,282
Tunisia,2020-01-16,434
Saint Helena,2020-01-10,301
Viet Nam,2020-01-13,281
Brunei Darussalam,2020-01-28,408
Namibia,2020-01-16,200
Jamaica,2020-01-24,30
Azerbaijan,2020-01-08,269
Turks and Caicos Islands,2020-01-19,457
Burkina Faso,2020-01-07,145
New Caledonia,2020-01-31,301
Niue,2020-01-13,457
Maldives,2020-01-29,58
Lesotho,2020-01-31,357
Svalbard and Jan Mayen,2020-01-29,393
Slovenia,2020-01-27,80
Namibia,2020-01-07,239
Croatia,2020-01-07,234
San Marino,2020-01-01,201
Spain,2020-01-17,433
Colombia,2020-01-05,475
Benin,2020-01-23,320
Marshall Islands,2020-01-31,60
India,2020-01-23,393
Northern Mariana Islands,2020-01-10,106
Qatar,2020-01-01,14
RWANDA,2020-01-19,150
Tajikistan,2020-01-04,441
Angola,2020-01-04,359
Holy See (Vatican City State),2020-01-17,244
Kenya,2020-01-14,322
Poland,2020-01-22,132
Heard Island and Mcdonald Islands,2020-01-10,490
Christmas Island,2020-01-11,321
"Moldova, Republic of",2020-01-08,67
French Guiana,2020-01-23,357
Afghanistan,2020-01-02,263
Dominica,2020-01-07,313
Martinique,2020-01-30,189
Marshall Islands,2020-01-03,345
Chile,2020-01-24,79
Syrian Arab Republic,2020-01-15,319
Oman,2020-01-14,496
RWANDA,2020-01-28,346
Seychelles,2020-01-12,186
Solomon Islands,2020-01-22,85
Gambia,2020-01-10,357
Austria,2020-01-26,313
Bosnia and Herzegovina,2020-01-23,306
Norway,2020-01-12,26
Estonia,2020-01-10,317
Algeria,2020-01-20,177
"Virgin Islands, British",2020-01-23,34
Syrian Arab Republic,2019-12-31,29
Togo,2020-01-09,325
Ethiopia,2020-01-24,184
Libyan Arab Jamahiriya,2020-01-03,184
Honduras,2020-01-12,413
Japan,2020-01-11,277
Cuba,2020-01-06,48
Uganda,2020-01-12,216
Croatia,2020-01-22,197
Brazil,2020-01-28,309
Eritrea,2020-01-14,479
Switzerland,2020-01-17,369
Tokelau,2020-01-12,366
Liechtenstein,2020-01-08,291
Falkland Islands (Malvinas),2020-01-10,220
Bahamas,2020-01-09,475
French Guiana,2020-01-09,148
Uganda,2020-01-29,149
Latvia,2020-01-17,171
New Zealand,2020-01-15,69
Reunion,2020-01-01,371
China,2020-01-22,493
Sierra Leone,2020-01-02,115
Kiribati,2020-01-03,406
Samoa,2020-01-21,55
Nauru,2020-01-28,274
"Congo, The Democratic Republic of the",2020-01-06,313
Turkey,2020-01-05,415
Lithuania,2020-01-22,478
Estonia,2020-01-05,99
Cameroon,2020-01-18,372
"Taiwan, Province of China",2020-01-16,267
Wallis and Futuna,2020-01-09,424
Oman,2020-01-29,462
RWANDA,2020-01-21,487
Namibia,2020-01-01,118
Isle of Man,2020-01-15,370
Maldives,2020-01-12,112
Heard Island and Mcdonald Islands,2020-01-18,111
Yemen,2020-01-03,145
Equatorial Guinea,2020-01-12,477
Slovenia,2020-01-01,376
Switzerland,2020-01-27,137
