Song,Date,Number of Plays
Palembang,2020-05-25,586
Incheon,2020-04-17,780
Anadyr (town),2020-04-24,1560
Denver,2020-04-12,574
Fairbanks,2020-04-16,1572
Charlotte,2020-04-03,761
Guangzhou,2020-04-20,146
Vaduz,2020-01-14,1020
Blantyre,2020-04-03,1970
Charlotte Amalie,2020-04-23,1200
Townsville,2020-05-28,1109
Melekeok,2020-03-04,247
Malacca Town,2020-05-02,104
Kuala Lumpur,2020-04-17,1043
Mamoudzou,2020-03-20,409
Minsk,2020-02-25,364
Surabaya,2020-05-01,1001
Papeete,2020-02-19,457
George Town,2020-01-09,1981
Belmopan,2020-04-12,513
Cartagena,2020-01-05,1685
Vaduz,2020-01-16,889
Banjul,2020-03-07,1756
Abuja,2020-05-01,1221
Shijiazhuang,2020-01-16,457
Kawasaki,2020-03-01,1065
Mersin,2020-02-24,1072
Shanghai,2020-01-02,1079
Tianjin,2020-03-18,723
San Juan,2020-01-16,230
New Delhi,2020-03-19,1905
Antofagasta,2020-05-03,1624
Ljubljana,2020-01-27,1890
Puebla,2020-03-20,1120
Seattle,2020-02-12,1401
Dunedin,2020-02-03,1864
Porto,2020-02-03,1652
Skopje,2020-03-27,1109
Invercargill,2020-04-26,473
San Carlos de Bariloche,2020-04-16,807
Saint-Pierre,2020-03-21,419
Islamabad,2020-05-21,188
Surat,2020-04-02,128
Edmonton,2020-03-15,1361
San Francisco,2020-02-03,1879
Kabul,2020-04-29,1440
Nouakchott,2020-03-31,1055
Ipoh,2020-03-05,230
Rabat,2020-02-18,1245
Hamburg,2020-03-26,1782
Padang,2020-05-29,354
Jerusalem,2020-02-27,1841
Edinburgh,2020-02-09,1240
Zhengzhou,2020-01-04,1430
Suez,2020-03-15,361
Adana,2020-05-08,498
Gaza,2020-03-17,199
Fukuoka,2020-03-17,1818
Baghdad,2020-02-15,803
Düsseldorf,2020-04-25,1692
Roseau,2020-02-29,1875
Baltimore,2020-01-11,744
Belize City,2020-04-22,295
Anadyr (town),2020-05-18,560
Road Town,2020-04-27,262
Hangzhou,2020-01-02,342
Baku,2020-04-28,1326
Xining,2020-03-03,1099
Minsk,2020-03-30,1620
Maseru,2020-01-04,1550
Seattle,2020-03-18,1635
Belmopan,2020-03-29,440
New Delhi,2020-05-08,1615
Valparaíso,2020-05-29,1044
Palikir,2020-01-01,1650
Palma,2020-05-26,101
Zamboanga City,2020-01-21,1718
Liverpool,2020-02-13,158
Xi'an,2020-01-19,468
Santiago de Cuba,2020-04-21,426
Ambon,2020-04-01,145
Barranquilla,2020-01-01,1287
İzmir,2020-01-28,235
Montevideo,2020-04-22,200
Hanga Roa,2020-04-06,865
Tamale,2020-04-27,926
Road Town,2020-03-24,1410
Yamoussoukro,2020-02-14,970
Sydney,2020-05-20,1710
Santa Cruz de Tenerife,2020-01-01,743
Harbin,2020-01-03,1142
Omdurman,2020-04-03,1504
La Paz,2020-05-04,618
Minneapolis,2020-03-02,842
Bulawayo,2020-02-02,1508
Whitehorse,2020-03-26,427
Kota Kinabalu,2020-02-15,544
Chengdu,2020-05-01,1482
Gdańsk,2020-03-18,1719
Sukhumi,2020-04-01,384
Arequipa,2020-04-20,1097
Timbuktu,2020-05-23,225
Tagbilaran,2020-05-04,705
Yellowknife,2020-04-19,1084
Saskatoon,2020-05-05,506
Blantyre,2020-02-05,337
Adak,2020-03-09,1324
Koror,2020-02-25,942
Boa Vista,2020-04-01,1041
Honolulu,2020-03-04,144
Mata-Utu,2020-05-23,544
Nanjing,2020-04-14,542
Porto-Novo,2020-02-01,755
Odessa,2020-05-23,1961
Stockholm,2020-03-01,532
Durango,2020-03-20,247
Bergen,2020-03-10,1053
Semarang,2020-02-18,713
Udon Thani,2020-03-08,845
Hiroshima,2020-02-02,842
Praia,2020-04-20,1352
Monrovia,2020-04-18,1926
Raleigh,2020-04-19,858
Labasa,2020-01-22,679
Algiers,2020-02-02,482
Amman,2020-03-22,365
Las Vegas,2020-01-11,1961
Milwaukee,2020-05-23,1221
Raleigh,2020-05-24,171
Sitka,2020-05-19,1229
Praia,2020-03-10,1346
Mendoza,2020-01-22,1123
Ipoh,2020-03-24,799
Alexandria,2020-01-11,1034
Suez,2020-01-04,756
Salt Lake City,2020-03-19,306
Santa Cruz de la Sierra,2020-04-30,1593
Kuching,2020-04-09,1066
Hobart,2020-02-20,1991
Namangan,2020-03-16,1099
Cape Town,2020-04-07,1379
Harbin,2020-05-13,757
Shigatse,2020-03-03,553
Vilnius,2020-05-21,242
Salzburg,2020-02-06,1090
Busan,2020-03-30,539
Ürümqi,2020-01-26,711
Muscat,2020-01-03,657
Salzburg,2020-03-29,687
Fredericton,2020-04-06,989
Port Elizabeth,2020-03-23,1918
Kobe,2020-01-17,1328
Gold Coast,2020-04-17,1061
Louisville,2020-03-06,1682
Kuwait City,2020-01-21,994
Dunedin,2020-03-06,1880
Wollongong,2020-04-17,1894
Hanover,2020-02-13,1346
Riyadh,2020-03-04,1249
Chişinău,2020-04-09,575
Manaus,2020-05-11,196
Mata-Utu,2020-05-20,1000
Conakry,2020-02-24,1489
Johor Bahru,2020-02-09,1847
Kota Kinabalu,2020-04-05,1551
Naypyidaw,2020-04-09,1543
Asmara,2020-02-14,1752
Luxembourg (city),2020-05-22,1608
Iquitos,2020-03-07,1252
Valparaíso,2020-05-28,1948
Macau,2020-03-13,202
Multan,2020-01-22,1019
Nashville,2020-03-28,226
Malang,2020-04-02,1800
Lisbon,2020-05-29,435
Koulikoro,2020-02-20,474
Ashgabat,2020-02-02,1066
El Paso,2020-03-04,116
Punta Arenas,2020-04-19,369
Manama,2020-03-08,660
Ambon,2020-04-09,1799
Rabat,2020-02-26,1350
Yokohama,2020-04-17,1758
Sofia,2020-02-08,1846
Toulouse,2020-05-30,1101
South Tarawa,2020-04-07,305
Santo Domingo,2020-05-22,182
Nicosia,2020-01-27,642
Ljubljana,2020-01-30,125
Ushuaia,2020-01-30,572
Balikpapan,2020-02-14,762
Sukhumi,2020-03-30,994
Enugu,2020-05-16,1863
Darwin,2020-01-16,1432
Nairobi,2020-03-26,146
Multan,2020-03-11,316
Oslo,2020-02-08,888
Pattaya,2020-04-07,1640
Conakry,2020-05-07,1916
Kanpur,2020-02-12,1532
Freetown,2020-05-27,1053
Tagbilaran,2020-01-12,1619
Road Town,2020-01-26,1671
Daegu,2020-03-16,1298
Nukus,2020-05-28,105
Dunedin,2020-03-19,1570
Kano,2020-05-08,984
Saint-Denis,2020-02-04,1447
Mérida,2020-05-09,1338
Auckland,2020-05-30,458
Balikpapan,2020-03-15,636
Chihuahua,2020-04-16,683
Osaka,2020-03-06,1867
Serekunda,2020-02-07,178
Adamstown,2020-04-20,800
Port of Spain,2020-03-06,617
Tampa,2020-01-23,710
Chaguanas,2020-03-01,1676
Portland,2020-01-03,1407
Xi'an,2020-01-19,527
Seoul,2020-05-02,652
New Delhi,2020-04-27,1753
Malang,2020-01-25,999
Miami,2020-02-16,629
Panama City,2020-02-09,1668
Tórshavn,2020-01-21,172
Cape Town,2020-03-30,888
Yakutsk,2020-05-19,281
Cebu City,2020-02-24,782
Chennai,2020-03-27,1854
Saint John,2020-02-11,1507
Port Said,2020-02-28,1371
Montreal,2020-05-29,1928
Geneva,2020-01-15,513
Belmopan,2020-03-06,1599
Basse-Terre,2020-04-21,270
El Paso,2020-05-01,1236
Valdivia,2020-03-24,1347
Albuquerque,2020-05-26,1663
Nairobi,2020-01-04,776
Okinawa,2020-02-05,125
Cayenne,2020-03-27,397
Faisalabad,2020-02-27,999
Ulan Bator,2020-01-15,959
Weno,2020-02-05,1486
Surat,2020-04-26,726
Timbuktu,2020-03-26,1263
Shanghai,2020-03-18,424
Montevideo,2020-02-06,259
Auckland,2020-05-24,1593
Jaipur,2020-01-07,952
Casablanca,2020-02-02,1505
Padang,2020-03-08,897
Lyon,2020-05-27,1242
Cork (city),2020-05-22,179
Washington,2020-03-25,1038
Kansas City,2020-05-26,453
Naypyidaw,2020-01-26,1087
Mendoza,2020-02-29,1603
Simferopol,2020-03-29,101
Melekeok,2020-04-29,1173
Bangkok,2020-03-14,314
Papeete,2020-03-16,112
Raleigh,2020-03-22,329
Campo Grande,2020-01-26,475
Guangzhou,2020-01-09,1603
Porto-Novo,2020-05-29,1257
Los Angeles,2020-05-12,1661
Chongqing,2020-01-19,1540
Shenyang,2020-05-27,776
Manaus,2020-01-13,1406
Alexandria,2020-02-29,965
Tampere,2020-04-25,1830
Adak,2020-03-20,134
City of Halifax,2020-02-22,1146
Kingston,2020-04-14,1970
Naypyidaw,2020-01-14,457
Riga,2020-04-23,694
Boa Vista,2020-03-02,990
Ankara,2020-02-20,1651
Moroni,2020-02-12,706
Bogor,2020-04-29,573
Bahía Blanca,2020-04-01,1014
Cusco,2020-05-08,1566
Hargeisa,2020-01-12,928
Agartala,2020-01-12,534
Regina,2020-04-24,700
Palembang,2020-01-11,1172
Baku,2020-04-21,367
Dibrugarh,2020-05-05,538
Pyongyang,2020-03-19,1308
Nukus,2020-04-29,919
Chaguanas,2020-04-06,1710
Gibraltar,2020-02-07,1113
Memphis,2020-04-06,1019
Vienna,2020-05-07,1937
Ho Chi Minh City,2020-03-18,945
İzmir,2020-01-23,723
Guadalajara,2020-02-20,1777
Bandung,2020-04-08,733
Colombo,2020-04-13,781
Lucknow,2020-01-11,1148
Ipoh,2020-01-18,946
Dubai,2020-04-24,833
Longyearbyen,2020-03-09,305
Aberdeen,2020-02-22,1485
Saskatoon,2020-04-10,1264
Mandurah,2020-01-28,514
Phuket (city),2020-05-11,101
Rome,2020-03-31,1770
Turin,2020-05-22,456
Konya,2020-01-26,648
Pristina,2020-05-03,1180
Rio de Janeiro,2020-05-30,732
Sri Jayawardenapura-Kotte,2020-02-08,647
Cincinnati,2020-02-14,1801
Dammam,2020-04-04,572
Iquique,2020-04-19,213
Mérida,2020-02-08,1261
Yekaterinburg,2020-02-15,787
Sana'a,2020-01-27,388
Vaduz,2020-05-26,250
Pristina,2020-03-23,840
Gdańsk,2020-02-24,239
Arbil,2020-05-04,1864
Manaus,2020-03-31,1949
Ankara,2020-05-27,1419
Chihuahua,2020-05-10,1451
Detroit,2020-03-04,807
Vientiane,2020-04-03,1911
Memphis,2020-01-02,735
Mérida,2020-05-11,460
Bridgetown,2020-03-01,306
Nagoya,2020-03-20,1936
Niamey,2020-04-22,1934
Kandahar,2020-04-18,1543
Bahía Blanca,2020-04-14,1301
Pune,2020-03-17,1169
Mamoudzou,2020-04-25,1323
Bandung,2020-03-16,490
Leipzig,2020-03-13,1937
Harbin,2020-01-16,1352
Bishkek,2020-02-21,119
Regina,2020-02-03,581
Tirana,2020-03-11,715
Da Nang,2020-03-21,1197
Philadelphia,2020-03-06,1937
Ibiza,2020-02-14,758
Antofagasta,2020-05-28,1107
Riga,2020-03-30,1798
Bishkek,2020-03-28,1403
Denpasar,2020-02-02,980
Port-au-Prince,2020-04-10,1521
Mexicali,2020-04-23,1870
Maracaibo,2020-05-22,1226
Port Louis,2020-03-02,1603
Port Elizabeth,2020-01-07,944
Mashhad,2020-04-29,197
Lubumbashi,2020-05-29,971
Ipoh,2020-02-07,1632
Livingstone,2020-03-20,222
Dunedin,2020-04-11,1591
Lubumbashi,2020-01-08,1116
Nairobi,2020-03-07,1176
Cardiff,2020-04-30,1835
Ludhiana,2020-01-12,1479
Murmansk,2020-01-26,965
Hong Kong,2020-04-25,1299
New Orleans,2020-02-01,1013
Yaoundé,2020-03-05,1797
Saskatoon,2020-02-27,403
Invercargill,2020-03-10,282
Wuhan,2020-02-23,254
Banjul,2020-03-21,1290
St. George's,2020-01-16,1001
Rawalpindi,2020-01-01,689
Cleveland,2020-01-21,1559
Sabha,2020-01-02,121
Port Elizabeth,2020-04-16,1305
Zamboanga City,2020-04-30,1266
Zamboanga City,2020-01-29,761
Novosibirsk,2020-02-07,1017
Lobamba,2020-03-30,504
Macau,2020-03-31,1551
Addis Ababa,2020-05-12,1397
Punta Arenas,2020-04-20,1306
Koror,2020-01-25,431
Hanga Roa,2020-05-10,764
Guwahati,2020-03-08,885
Mandurah,2020-05-01,1817
Freetown,2020-02-09,1583
Port Vila,2020-01-26,344
Fairbanks,2020-02-13,1964
Sacramento,2020-01-13,1245
Adak,2020-04-16,1323
Port Louis,2020-03-07,1404
Miri,2020-05-06,687
Antwerp,2020-03-10,1488
Tashkent,2020-03-18,204
Rosario,2020-02-19,1233
Belém,2020-05-02,715
Regina,2020-03-12,1819
Valdivia,2020-02-16,759
Austin,2020-02-03,231
Johor Bahru,2020-05-29,957
Naypyidaw,2020-03-29,871
San Antonio,2020-02-12,1574
Guangzhou,2020-01-15,1753
Munich,2020-02-16,1854
City of Halifax,2020-05-15,1900
Stepanakert,2020-04-03,1605
Lomé,2020-01-26,1884
Oklahoma City,2020-02-21,1477
Dubai,2020-03-20,215
Zapopan,2020-05-22,853
Doha,2020-03-26,1273
Cusco,2020-02-26,1167
Thiès,2020-02-24,286
Labasa,2020-03-29,220
Winnipeg,2020-01-23,1967
Las Vegas,2020-03-12,715
Juneau,2020-05-01,729
Mecca,2020-05-09,1144
Tallinn,2020-01-30,1355
Kolkata,2020-05-11,721
Toronto,2020-01-01,256
Salt Lake City,2020-05-02,1071
Mérida,2020-03-08,1462
N'Djamena,2020-05-30,407
Ürümqi,2020-03-22,265
Hamburg,2020-05-13,538
Balikpapan,2020-05-16,603
Surabaya,2020-05-19,1578
Tartu,2020-01-16,450
Kuwait City,2020-01-20,1008
Kandahar,2020-05-05,1170
Alor Star,2020-04-20,1649
Antwerp,2020-02-29,398
Columbus,2020-02-09,236
Dalian,2020-05-22,170
Arbil,2020-02-09,127
Lahore,2020-04-28,800
Thimphu,2020-01-14,805
Beijing,2020-01-04,1512
Mexico City,2020-02-11,1011
El Aaiún,2020-05-10,825
Chişinău,2020-05-26,212
Helsinki,2020-03-21,381
Nukulaelae,2020-02-22,1337
Espoo,2020-04-04,1666
Brasília,2020-04-03,619
Kunming,2020-04-21,483
Maputo,2020-05-23,615
Jeddah,2020-03-06,804
Sarajevo,2020-03-14,1431
Houston,2020-05-27,283
Batticaloa,2020-03-11,795
Montevideo,2020-03-06,1409
Liverpool,2020-02-03,1532
Naypyidaw,2020-05-06,1554
Pittsburgh,2020-05-12,1750
St. George's,2020-02-23,598
San Carlos de Bariloche,2020-05-01,1901
Recife,2020-05-01,732
Macapá,2020-01-27,1868
Frankfurt,2020-03-30,1350
Nairobi,2020-03-21,1535
Basra,2020-05-11,831
Porto Velho,2020-04-23,615
Chengdu,2020-01-17,1045
Toronto,2020-02-12,1691
Tallinn,2020-02-04,1695
Lviv,2020-01-19,1935
Rawalpindi,2020-02-26,1163
Kano,2020-03-22,722
Ibiza,2020-02-27,777
Kano,2020-01-01,478
Bilbao,2020-04-25,1010
Mogadishu,2020-01-12,1596
Konya,2020-01-23,1846
El Aaiún,2020-04-06,1537
Dammam,2020-01-06,329
Port Blair,2020-04-14,1412
Iquitos,2020-02-06,1274
Manchester,2020-01-21,311
Davao City,2020-05-20,1810
Banjul,2020-05-14,1185
Udon Thani,2020-01-18,1199
Xi'an,2020-03-05,331
Palembang,2020-01-18,1467
Luxembourg (city),2020-01-24,1783
Kingstown,2020-02-18,1146
Tagbilaran,2020-01-01,1020
Strasbourg,2020-04-17,983
Munich,2020-03-14,1490
Yellowknife,2020-03-21,812
Jaipur,2020-05-11,1465
San Antonio,2020-03-21,1121
Pago Pago,2020-02-23,1844
Kawasaki,2020-04-19,792
Louisville,2020-05-16,1259
Maseru,2020-04-04,401
Porto-Novo,2020-04-09,137
Ludhiana,2020-01-26,1864
Reykjavík,2020-02-02,1740
Invercargill,2020-05-06,294
Panama City,2020-01-30,589
Rawalpindi,2020-05-30,669
Incheon,2020-04-12,250
Tijuana,2020-02-15,1406
Luxor,2020-04-17,1597
Charlotte Amalie,2020-03-15,284
Konya,2020-05-26,381
Perth,2020-04-21,1143
Córdoba,2020-04-15,1871
Iqaluit,2020-04-10,442
Washington,2020-03-06,759
Dushanbe,2020-02-20,417
Porto Alegre,2020-02-28,1914
Seattle,2020-02-10,342
Siem Reap,2020-01-31,744
Kinshasa,2020-04-18,724
Mexicali,2020-02-09,815
Whitehorse,2020-03-25,1659
Guwahati,2020-02-04,706
Boa Vista,2020-02-15,1738
Hangzhou,2020-01-17,1176
Surat,2020-04-12,986
Campinas,2020-04-12,1778
Cayenne,2020-04-13,238
Innsbruck,2020-04-20,1712
Karachi,2020-02-07,193
Gothenburg,2020-01-25,882
Houston,2020-02-23,156
Batticaloa,2020-01-28,1845
Raleigh,2020-05-13,1014
Skopje,2020-01-22,1860
Manzini,2020-01-01,146
Johor Bahru,2020-05-19,1346
Rio Branco,2020-05-06,1370
Ponta Delgada,2020-05-11,1228
Cork (city),2020-04-21,1272
Fairbanks,2020-03-31,361
Cork (city),2020-03-19,699
Hobart,2020-02-02,1909
Handan,2020-05-26,448
Surabaya,2020-05-20,669
Yekaterinburg,2020-03-12,1723
Dalian,2020-02-27,119
New Orleans,2020-05-16,1290
Hat Yai,2020-03-13,1911
Port of Spain,2020-04-24,585
Toronto,2020-01-17,429
Rome,2020-04-05,615
Johor Bahru,2020-02-14,1934
Baghdad,2020-04-03,897
Atlanta,2020-04-26,625
Kota Kinabalu,2020-01-05,361
Sofia,2020-01-04,892
Gibraltar,2020-05-05,578
Basse-Terre,2020-03-18,1423
Oranjestad,2020-05-02,1037
Angra do Heroísmo,2020-05-24,837
Tiraspol,2020-04-29,1986
Bangalore,2020-02-17,589
Banjul,2020-05-01,1379
Toronto,2020-05-05,844
Brisbane,2020-02-09,459
Seville,2020-05-12,1398
Nouméa,2020-03-25,1604
Stockholm,2020-03-28,1158
Seoul,2020-01-01,474
Multan,2020-05-10,1700
Jayapura,2020-05-05,338
Denpasar,2020-05-28,1900
Shanghai,2020-04-14,719
Ibiza,2020-02-24,1702
Astana,2020-01-19,1310
Saint-Denis,2020-03-22,1773
Rochester,2020-02-05,1094
Zamboanga City,2020-02-01,524
Iquique,2020-02-27,1965
Jersey City,2020-04-12,1912
Leipzig,2020-01-06,1547
Banjul,2020-05-15,1126
Macapá,2020-04-26,787
Cincinnati,2020-02-20,940
Pittsburgh,2020-02-09,407
Montreal,2020-05-28,1365
Dalian,2020-01-01,578
Road Town,2020-01-15,364
Lomé,2020-05-21,1149
Marrakech,2020-01-17,1947
Luxor,2020-05-20,1264
Muscat,2020-02-04,1641
Serekunda,2020-01-22,155
Denver,2020-03-18,716
Palma,2020-05-19,1990
Maceió,2020-01-30,399
São Tomé,2020-05-18,899
Manila,2020-05-06,642
Semarang,2020-01-03,1499
Adamstown,2020-01-26,755
Handan,2020-02-21,917
Libreville,2020-03-04,1280
Port-au-Prince,2020-04-23,152
Espoo,2020-01-07,393
Zürich,2020-05-05,304
Chişinău,2020-02-28,367
Doha,2020-03-07,1148
Lomé,2020-05-27,1473
Barcelona,2020-04-03,1776
Tórshavn,2020-01-15,667
Jaipur,2020-02-14,570
Addis Ababa,2020-01-18,529
Greenwich,2020-05-28,1951
Düsseldorf,2020-03-01,450
Bilbao,2020-03-27,1663
Serekunda,2020-01-26,618
Padang,2020-05-01,1166
Tallinn,2020-01-08,1374
Yaren District,2020-05-25,1442
Jeddah,2020-02-29,1061
Punta Arenas,2020-02-08,900
Petropavlovsk-Kamchatsky,2020-03-15,436
Lucknow,2020-03-14,1463
Francistown,2020-04-02,580
Bratsk,2020-04-28,698
Palembang,2020-02-21,983
Lilongwe,2020-02-02,216
Yakutsk,2020-04-26,1538
Petropavlovsk-Kamchatsky,2020-04-23,407
Antofagasta,2020-04-11,1027
Pago Pago,2020-02-07,251
Dakar,2020-04-04,1469
Wichita,2020-03-22,1641
Antananarivo,2020-04-19,1994
Pune,2020-05-05,418
Wellington,2020-05-07,1069
Pago Pago,2020-04-01,1476
Zamboanga City,2020-05-16,326
Barcelona,2020-02-04,1213
Kandahar,2020-01-02,945
Chennai,2020-05-30,445
Samara,2020-03-28,794
Juneau,2020-02-22,1910
San Antonio,2020-01-31,1240
Saint-Pierre,2020-04-05,1011
Incheon,2020-05-14,470
Ponta Delgada,2020-02-10,1097
Siem Reap,2020-04-08,1489
Kota Kinabalu,2020-05-22,1264
Las Vegas,2020-03-07,777
Harbin,2020-02-11,1124
Hamburg,2020-05-29,605
Busan,2020-04-22,344
Quito,2020-01-15,1389
Tampa,2020-04-14,1883
Kolkata,2020-01-21,1852
Antwerp,2020-01-19,813
Apia,2020-05-10,1315
Valencia,2020-03-23,561
Guwahati,2020-01-07,313
Wellington,2020-05-16,759
Nagpur,2020-01-03,345
Valletta,2020-04-09,1610
Saint Petersburg,2020-03-22,467
Tbilisi,2020-04-15,693
Dhaka,2020-01-28,451
Handan,2020-03-13,377
Shanghai,2020-02-14,916
Valparaíso,2020-01-31,1168
Cincinnati,2020-01-22,586
Saint John,2020-01-04,754
Saint Petersburg,2020-05-20,1631
Quebec City,2020-05-23,365
Manchester,2020-03-01,855
Lucknow,2020-05-31,1766
Jinan,2020-04-29,1545
Gaza,2020-03-27,1702
Brussels,2020-01-18,1598
Sukhumi,2020-05-10,1506
Geneva,2020-05-30,1640
Rochester,2020-01-09,1457
Valletta,2020-04-15,1089
Tamale,2020-03-10,102
Patna,2020-04-21,1660
Rockhampton,2020-04-25,1512
Conakry,2020-05-01,209
Punta Arenas,2020-05-08,1592
Kota Kinabalu,2020-02-12,156
Adelaide,2020-03-06,276
Denver,2020-02-19,600
Adamstown,2020-04-08,349
Basra,2020-04-26,1215
Gibraltar,2020-04-07,775
Madrid,2020-01-30,1689
Wonsan,2020-04-26,917
Tampa,2020-04-08,1220
Chuí,2020-05-30,1788
Iquitos,2020-01-11,366
Murmansk,2020-02-14,449
Khartoum,2020-02-04,1991
Campo Grande,2020-03-13,291
Minneapolis,2020-03-20,802
Colombo,2020-02-19,379
Horta (Azores),2020-04-04,238
Kobe,2020-01-19,783
Chişinău,2020-05-03,313
Vitória,2020-05-29,1081
Xining,2020-02-16,1040
Split (city),2020-01-25,1473
Saint-Pierre,2020-03-04,862
Palma,2020-02-21,1457
Yekaterinburg,2020-02-04,1155
Multan,2020-01-01,198
Sri Jayawardenapura-Kotte,2020-03-27,268
Alexandria,2020-04-04,1079
El Aaiún,2020-01-16,1799
İzmir,2020-05-22,515
Iquique,2020-03-26,305
Simferopol,2020-04-03,1343
Basra,2020-02-22,1395
Palembang,2020-02-02,1880
Johor Bahru,2020-05-03,1481
Monterrey,2020-05-28,692
Kathmandu,2020-04-28,693
Sukhumi,2020-05-21,452
Dongguan,2020-01-02,820
Hobart,2020-01-07,432
Cardiff,2020-01-20,1910
Road Town,2020-05-04,1162
Budapest,2020-01-31,671
Guwahati,2020-02-27,1989
Surat Thani,2020-02-19,1024
Tamale,2020-02-09,621
Austin,2020-01-23,314
Jerusalem,2020-04-17,498
Graz,2020-02-10,1782
Guangzhou,2020-03-22,179
Philadelphia,2020-03-27,520
Kiev,2020-02-05,1433
Papeete,2020-04-26,1786
London,2020-04-23,1198
Stuttgart,2020-05-22,866
Adak,2020-01-16,586
Namangan,2020-03-19,1584
Punta Arenas,2020-01-21,1108
Huế,2020-05-22,164
Kiev,2020-02-04,1393
Adamstown,2020-03-20,775
Zapopan,2020-02-02,1525
Cairo,2020-05-05,595
Tiraspol,2020-02-24,372
N'Djamena,2020-04-11,1498
Alor Star,2020-02-10,1616
Dallas,2020-05-30,859
Dunedin,2020-03-23,1199
Edinburgh,2020-02-03,533
Cork (city),2020-02-29,1499
Santiago,2020-03-27,1552
Islamabad,2020-01-06,353
Raleigh,2020-01-29,1676
Adak,2020-02-08,1468
Mamoudzou,2020-02-28,1127
Yerevan,2020-04-05,882
Palembang,2020-03-03,310
Qingdao,2020-05-30,692
Chuí,2020-01-01,1091
Magadan,2020-04-08,269
Jeddah,2020-02-11,1077
Sabha,2020-02-07,802
Dededo,2020-01-31,1584
Xining,2020-05-12,1931
Chiang Mai,2020-04-15,1078
Bursa,2020-02-18,1562
Amritsar,2020-04-15,1278
Raleigh,2020-02-28,1475
Tel Aviv,2020-03-14,1573
Panama City,2020-04-17,1093
Sarajevo,2020-01-21,1078
Tirana,2020-03-19,840
Milan,2020-03-22,184
Adamstown,2020-01-12,1786
Kuching,2020-01-29,746
Gdańsk,2020-04-28,261
Rosario,2020-03-15,1909
Kuala Lumpur,2020-03-01,1310
Belfast,2020-02-15,826
Valdivia,2020-04-19,449
Pelotas,2020-04-04,1621
Busan,2020-05-07,1124
Jerusalem,2020-03-16,1353
Yakutsk,2020-01-09,250
Greenwich,2020-02-07,970
Bratsk,2020-04-29,302
Khartoum,2020-05-29,470
Tegucigalpa,2020-01-05,413
Aarhus,2020-01-15,194
Monterrey,2020-03-16,1806
Lyon,2020-02-18,484
Surat Thani,2020-05-06,720
San Juan,2020-04-15,795
Toronto,2020-03-07,751
Chengdu,2020-01-01,971
Baghdad,2020-03-07,1388
Bucharest,2020-01-08,207
Bursa,2020-03-25,258
Kraków,2020-05-24,1247
Port Louis,2020-03-10,116
Nantes,2020-05-18,548
Valencia,2020-04-01,1314
Ahmedabad,2020-02-13,483
Toulouse,2020-01-23,934
Saint-Pierre,2020-04-06,301
Nuuk,2020-02-29,1404
Lisbon,2020-05-19,502
Macapá,2020-01-09,948
Nice,2020-02-03,961
Columbus,2020-03-10,233
Toronto,2020-03-17,436
Nice,2020-05-17,1867
Saint Petersburg,2020-03-30,352
Weno,2020-02-15,1593
Basra,2020-03-13,439
Gaborone,2020-03-16,1101
Gaziantep,2020-03-22,661
Yaoundé,2020-01-30,563
Zagreb,2020-04-11,731
Mashhad,2020-04-07,160
Nizhny Novgorod,2020-02-10,1492
Regina,2020-05-24,1910
Vitória,2020-05-30,338
Invercargill,2020-05-12,1075
Athens,2020-03-04,631
Dar es Salaam,2020-01-28,838
Lilongwe,2020-02-22,1554
Assis,2020-01-16,882
Muscat,2020-04-30,1899
Dubai,2020-04-19,1667
Dammam,2020-03-23,346
Kuching,2020-02-25,1090
Tunis,2020-02-27,1475
Bangui,2020-02-01,1597
Curitiba,2020-02-10,1375
Chennai,2020-04-04,1508
Aarhus,2020-03-13,416
Geneva,2020-04-20,1615
Bulawayo,2020-05-09,341
Suva,2020-01-20,439
Zürich,2020-05-10,629
Incheon,2020-01-10,1678
New York City,2020-03-14,1257
Arequipa,2020-04-17,1323
Roseau,2020-02-26,682
Cuiabá,2020-05-30,721
Port Blair,2020-02-05,781
Murmansk,2020-01-24,1669
Belfast,2020-01-31,617
Astana,2020-04-23,845
Conakry,2020-01-27,1049
Arequipa,2020-03-23,1390
Nukus,2020-02-19,1142
Kuwait City,2020-04-17,974
Wonsan,2020-01-11,1380
Sri Jayawardenapura-Kotte,2020-02-18,256
Almaty,2020-05-26,1805
Omdurman,2020-01-10,643
Oslo,2020-04-08,993
Lisbon,2020-04-13,222
Port Blair,2020-01-08,1563
San Carlos de Bariloche,2020-05-30,917
Portland,2020-01-28,107
Reykjavík,2020-03-13,114
Koror,2020-05-20,1802
Accra,2020-04-06,1078
Omdurman,2020-05-05,1156
Berlin,2020-03-01,1361
Tabriz,2020-05-20,310
El Aaiún,2020-03-28,1260
Barranquilla,2020-04-22,302
El Aaiún,2020-01-28,1856
Port-au-Prince,2020-03-23,1568
Ashgabat,2020-02-24,413
Havana,2020-05-17,1057
Kiev,2020-05-22,1389
Bilbao,2020-01-11,502
Durban,2020-01-06,1192
Hanover,2020-05-29,1716
Mumbai,2020-02-29,1686
Albuquerque,2020-02-08,1532
Timbuktu,2020-02-23,1401
Birmingham,2020-04-28,722
Shijiazhuang,2020-02-23,177
Chicago,2020-02-06,1364
Kigali,2020-01-18,1713
Nagoya,2020-01-14,1890
Douala,2020-03-22,1634
Port Elizabeth,2020-04-13,1773
